,importance
Dst Port,0.17443475683233695
Init Fwd Win Byts,0.1058711503606322
Fwd Pkts/s,0.09778448444997437
Bwd Seg Size Avg,0.05372243030805912
Bwd Pkt Len Mean,0.05225389590978431
Flow IAT Max,0.03340702420251868
Fwd IAT Max,0.03244340016320178
Fwd IAT Mean,0.029767799844154588
Pkt Size Avg,0.028240392255904075
Flow Duration,0.025547179743275566
RST Flag Cnt,0.02278234574294777
Flow IAT Mean,0.020031040204164022
Fwd IAT Tot,0.01845656138382482
Pkt Len Mean,0.01814438621812901
Fwd Pkt Len Mean,0.017797579179505287
Subflow Fwd Pkts,0.01720698988561023
Fwd Seg Size Avg,0.01652907463718792
Tot Fwd Pkts,0.014525896098953507
TotLen Fwd Pkts,0.014266357725863198
ECE Flag Cnt,0.013405152183880222
Bwd Pkt Len Max,0.012909540177604758
Bwd Header Len,0.01179082456535628
Fwd Pkt Len Std,0.011656166692502157
Bwd Pkts/s,0.011554454896434209
Subflow Bwd Pkts,0.011460253715554078
Subflow Fwd Byts,0.011317718472986895
Fwd IAT Min,0.010076062959419254
Fwd Pkt Len Max,0.008838423534686782
Fwd Header Len,0.00835075301975107
Bwd IAT Max,0.008296488798076472
Pkt Len Var,0.0076712031848364445
Bwd Pkt Len Std,0.0066713482294252285
Bwd IAT Tot,0.006621479940895157
Flow IAT Std,0.006326367589302346
Tot Bwd Pkts,0.006241134149275229
Pkt Len Min,0.006140851121326619
Pkt Len Std,0.005740795682132674
Pkt Len Max,0.005504468388496929
Flow IAT Min,0.005025293989176911
Down/Up Ratio,0.004218269157882588
Fwd IAT Std,0.004022971035706981
Init Bwd Win Byts,0.003993233054734463
Bwd IAT Std,0.0025642121978297094
Fwd Pkt Len Min,0.002278416006572434
TotLen Bwd Pkts,0.002142831905140668
URG Flag Cnt,0.002087809063647045
Idle Max,0.0014474828244557324
Subflow Bwd Byts,0.0014223694604050857
Idle Min,0.0012327600541862196
Idle Mean,0.0011668010858247957
SYN Flag Cnt,0.0008973327515098041
Fwd Act Data Pkts,0.0008307089821930559
Bwd IAT Mean,0.0007169993486574351
ACK Flag Cnt,0.0005794102527073419
Fwd PSH Flags,0.0004979365052232783
FIN Flag Cnt,0.0003927603615283579
Active Mean,0.00023551133335733977
PSH Flag Cnt,0.0001517359768979276
Bwd IAT Min,9.464784292637967e-05
Active Min,5.5250944358969436e-05
Active Max,3.6546797907350874e-05
Active Std,3.4897370893697876e-05
Idle Std,3.158705373306445e-05
Protocol,3.1343246025444864e-05
Fwd Seg Size Min,2.450151362136009e-05
Bwd Pkt Len Min,1.4743492646975046e-07
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Pkts/b Avg,0.0
CWE Flag Count,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd URG Flags,0.0
Bwd URG Flags,0.0
